iggdb_species_id	iggdb_species_name	taxonomy	gut_mags	ref_genomes	ncbi_id
180752	Senegalimassilia sp. HGM-1015	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia	1	0	1473205
185083	Peptostreptococcus sp. HGM-1177	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus	1	0	1257
178510	Oxalobacter sp. HGM-1364	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Oxalobacter	1	0	846
183144	Collinsella sp. HGM-1081	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	1	0	102106
175035	Haemophilus sp.	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D	3	9	729
171147	Ruminococcus sp. HGM-769	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D	2	0	1263
175256	Faecalibacterium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_A	96	5	853
179532	Tessaracoccus massiliensis	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Tessaracoccus;s__Tessaracoccus massiliensis	0	1	1522311
187181	Prevotella sp. HGM-1233	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	1	0	838
178012	Bacteroidales sp. HGM-1346	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__P3	1	0	171549
172824	Firmicutes sp. HGM-442	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110	6	0	1239
166153	Clostridiales sp. HGM-545	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__CAG-74	4	0	186802
173870	Clostridium sp.	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__	131	6	59620
166369	Desulfovibrio sp.	d__Bacteria;p__Desulfobacteraeota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae	1	1	872
176755	Beduini massiliensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Beduini;s__Beduini massiliensis	0	1	1585974
182466	Bacillales sp. HGM-1060	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826	1	0	1385
186401	Campylobacteraceae sp. HGM-1208	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae	1	0	72294
180697	Clostridiales sp. HGM-808	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M	2	0	186802
175469	Collinsella sp.	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	85	2	74426
166426	Firmicutes sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__	6	1	1239
181805	Eubacterium sp. HGM-1037	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1191	1	0	1730
177601	Lactobacillus sp.	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	0	10	109790
175499	Adlercreutzia equolifaciens	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	9	2	446660
184797	Fournierella massiliensis	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella;s__Fournierella massiliensis	0	1	1650663
179950	Firmicutes sp. CAG:884	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__CAG-884;s__	0	1	1262990
178002	Collinsella sp. HGM-1344	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	1	0	102106
184234	Clostridium sp.	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-1000;s__	1	1	1485
152703	Clostridium phoceensis	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__D16;s__	1	1	1650661
181668	Staphylococcus lugdunensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus lugdunensis	2	54	28035
182423	Clostridium sp. HGM-1056	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium	1	0	1485
182583	Porphyromonadaceae sp.	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Homeothermaceae;g__Homeothermus	1	2	171551
186912	Collinsella sp. HGM-1223	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	1	0	102106
183360	Roseburia sp. HGM-1092	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia	1	0	841
175750	Holdemanella sp. HGM-1263	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella	1	0	1573535
165316	Alistipes sp. HGM-748	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	2	0	239759
171299	Lactobacillus sakei	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_D;s__Lactobacillus_D sakei	0	30	1599
157098	Acetobacter sp.	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-267;s__	25	2	434
182249	Christensenella timonensis	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenella_A;s__Christensenella_A timonensis	0	1	1816678
162564	Holdemanella sp. HGM-621	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella	3	0	1573535
157462	Clostridium asparagiforme	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__	1	2	333367
176700	Firmicutes sp. HGM-1300	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-631;g__CAG-631	1	0	1239
186293	Verrucomicrobia sp. HGM-1207	d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__CAG-312	1	0	74201
175505	Clostridioides sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides difficile_A	0	8	1496
167116	Holdemanella sp. HGM-754	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella biformis	2	0	1573535
168256	Prevotella sp.	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	2	6	838
158174	Eggerthella sp.	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__	5	1	84111
165006	Lactobacillus oris	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H oris	4	4	1632
163656	Bacteroides clarus	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus	4	6	626929
173561	Klebsiella quasipneumoniae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella quasipneumoniae	3	205	1463165
175991	Clostridium sp. HGM-1273	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__	1	0	1485
157697	Prevotella bivia	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella bivia	8	8	28125
180754	Erysipelotrichaceae sp. HGM-1016	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae	1	0	128827
154524	Comamonas kerstersii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Comamonas;s__Comamonas kerstersii	5	7	225992
184518	Verrucomicrobia sp. HGM-1149	d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__CAG-312	1	0	74201
152529	Drancourtella massiliensis	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas;s__Sellimonas intestinalis	11	4	1632013
174378	Clostridiales sp. HGM-395	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales	7	0	186802
170161	Alistipes putredinis	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	562	3	28117
167880	Eubacterium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__	12	1	1730
173925	Parabacteroides sp.	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	1	1	375288
152781	Ruminococcus sp. HGM-532	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__Ruminococcus_E;s__Ruminococcus_E bromii	4	0	1263
171362	Gemmiger formicilis	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum;s__Subdoligranulum sp2	167	1	745368
177283	Massilibacterium senegalense	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Massilibacteriaceae;g__Massilibacterium;s__Massilibacterium senegalense	0	1	1632858
174850	Haemophilus sp.	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__	1	2	727
169716	Bacillaceae sp. HGM-555	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611	4	0	186817
185756	Bacteroidales sp. HGM-1196	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__RC9	1	0	171549
176551	Clostridium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__	0	2	59620
175189	Enterobacter sp.	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter	1	56	550
176796	Bacillus massiliosenegalensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_A;g__Bacillus_V;s__Bacillus_V massiliosenegalensis	0	1	1287657
152269	Lachnoclostridium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium phytofermentans_A	1	4	66219
178377	Bacteroidales sp. HGM-1362	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae	1	0	171549
159181	Treponema sp. HGM-207	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D	20	0	157
177357	Anaeroplasmataceae sp. HGM-1322	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__CAG-307	1	0	186333
176054	Bacteroidaceae sp. HGM-1277	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	1	0	815
175746	Fusobacterium sp. HGM-794	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A	2	0	848
184109	Rikenellaceae sp. HGM-1127	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	1	0	171550
174189	Morganella sp.	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Morganella	1	1	582
174988	Streptococcus sp. HGM-317	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	10	0	1301
165422	Muribaculaceae sp. HGM-624	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Homeothermaceae;g__Homeothermus	3	0	2005473
162760	Roseburia sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__	13	1	841
176199	Bacteroides neonati	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides neonati	0	1	1347393
152629	Prevotellaceae sp. HGM-477	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	5	0	171552
176170	Porphyromonadaceae sp. HGM-1281	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Homeothermaceae;g__CAG-485	1	0	171551
186731	Eggerthella sp. HGM-1218	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427	1	0	84111
156922	Enterococcus hirae	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B hirae	2	31	1354
172580	Eubacterium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-156;s__	11	1	1730
179114	Vitreoscilla massiliensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Neisseriaceae;g__Vitreoscilla;s__	0	1	1689272
183426	Bacillus timonensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_L;g__Bacillus_Q;s__Bacillus_Q timonensis	0	1	1033734
174715	Megasphaera massiliensis	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera	9	2	1232428
187382	Eubacterium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1191;s__	0	1	165185
173085	Ruminococcus sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__	23	1	1263
174338	Gemmiger sp. HGM-291	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum	12	0	204475
184410	Porphyromonadaceae sp. HGM-1143	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Homeothermaceae;g__CAG-1031	1	0	171551
174300	Blautia sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	23	5	765821
185964	Ruminococcaceae sp. HGM-1201	d__Bacteria;p__Firmicutes;c__Clostridia;o__4C28d-15	1	0	541000
170865	Eubacterium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__Ruminococcus_E;s__	57	1	1730
171411	Collinsella tanakaei	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella tanakaei	2	2	626935
183668	Collinsella sp. HGM-1104	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	1	0	102106
158623	Prevotella sp. HGM-483	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	5	0	838
171088	Parabacteroides gordonii	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides gordonii	1	4	574930
162730	Catabacteriaceae sp. HGM-738	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__CAG-138	2	0	424536
173571	Holdemanella sp. HGM-71	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella	84	0	1573535
175888	Collinsella sp. HGM-1270	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	1	0	102106
174773	Collinsella sp. HGM-784	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	2	0	102106
174673	Cryptobacterium sp.	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__	9	1	84162
170557	Mycoplasma sp.	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-460;s__CAG-460 sp1	12	1	2093
182843	Lactobacillus senioris	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_G;s__Lactobacillus_G senioris	0	2	931534
172479	Prevotella sp. HGM-641	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	3	0	838
180090	Ruminococcaceae sp. HGM-602	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-488	3	0	541000
172108	Desulfitobacterium hafniense	d__Bacteria;p__Firmicutes;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium;s__Desulfitobacterium hafniense	0	10	49338
175080	Collinsella sp. HGM-645	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	3	0	102106
175284	Neisseria sicca	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Neisseriaceae;g__Neisseria_E;s__Neisseria_E macacae	0	10	490
156485	Ruminococcus sp. HGM-535	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus	4	0	1263
184522	Megasphaera sp. HGM-1150	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera	1	0	906
184864	Aneurinibacillus aneurinilyticus	d__Bacteria;p__Firmicutes;c__Bacilli_A;o__Aneurinibacillales;f__Aneurinibacillaceae;g__Aneurinibacillus;s__Aneurinibacillus aneurinilyticus	0	1	1391
180435	Veillonella sp.	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella_A;s__	3	1	29465
167783	Serratia sp.	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	107	4873	615
184038	Microvirga massiliensis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__Microvirga sp1	0	2	1033741
177006	Clostridium ihumii	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__Clostridium_J ihumii	0	1	1470356
187125	Lachnoclostridium sp. HGM-1229	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F	1	0	1506553
188054	Gracilibacillus timonensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Amphibacillaceae;g__Gracilibacillus;s__	0	1	1816696
166191	Coprococcus sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus	33	2	33043
173384	Ruminococcaceae sp. HGM-498	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089	5	0	541000
182479	Firmicutes sp. HGM-1062	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-882	1	0	1239
186615	Clostridia sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Phocea;s__Phocea massiliensis	1	2	186801
168234	Collinsella sp. HGM-631	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	3	0	102106
176011	Bacteroides sp. HGM-1275	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	0	816
176802	Catabacteriaceae sp. HGM-1302	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__CAG-138;g__CAG-1024;s__	1	0	424536
184207	Spirochaetales sp. HGM-1130	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Spiro-01	1	0	136
185594	Treponema sp. HGM-1192	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D	1	0	157
185737	Spirochaetaceae sp. HGM-1195	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D	1	0	137
172042	Lachnospiraceae sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-632	1	1	186803
158273	Actinomyces ihumii	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces_B;s__Actinomyces_B ihumii	6	4	1673722
179705	Campylobacter sp. HGM-804	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B	2	0	194
169219	Butyricimonas synergistica	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas synergistica	0	2	544644
176672	Eubacterium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes	0	1	165185
171324	Phascolarctobacterium faecium	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__CAG-207;s__	389	3	33025
183281	Alistipes timonensis	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	0	2	1465754
187201	Prevotella sp. CAG:1185	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	0	1	1262921
183060	Yersinia sp.	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia aleksiciae	0	2	28152
186664	Gemella sp. HGM-1213	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella	1	0	1378
181357	Haemophilus sp. HGM-530	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D	4	0	724
184851	Clostridium sp. HGM-1168	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-251	1	0	1485
186876	Eubacterium sp. HGM-709	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115	2	0	1730
170507	Clostridium sp.	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__CAG-307;g__CAG-307;s__	24	2	1485
174688	Bifidobacterium thermacidophilum	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium thermacidophilum	1	10	246618
164930	Eubacteriaceae sp. HGM-746	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae	2	0	186806
181687	Collinsella sp. HGM-1032	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	1	0	102106
170441	Butyricimonas virosa	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas virosa	15	3	544645
184838	Firmicutes sp. HGM-1167	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-449	1	0	1239
184151	Dialister sp. HGM-1128	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister invisus	1	0	39948
173931	Clostridium sp.	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-433;g__CAG-433;s__CAG-433 sp1	8	1	1485
177972	Aeromicrobium massiliense	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;s__Aeromicrobium massiliense	0	1	1464554
175259	Collinsella sp. HGM-787	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	2	0	102106
180127	Corallococcus sp. CAG:1435	d__Bacteria;p__Firmicutes;c__Clostridia;o__4C28d-15;f__CAG-314;g__CAG-1435;s__	0	1	1262867
187994	Clostridium sp. HGM-1257	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M	1	0	1485
183419	Dialister sp. HGM-1096	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister	1	0	39948
182781	Clostridiales sp. HGM-1071	d__Bacteria;p__Firmicutes;c__Clostridia;o__CAG-41	1	0	186802
174198	Haemophilus sp.	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D	1	1	729
171056	Firmicutes sp. HGM-638	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__	3	0	1239
169713	Lactobacillus ruminis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_B;s__Lactobacillus_B ruminis	40	18	1623
175761	Bariatricus massiliensis	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus;s__Bariatricus massiliensis	0	1	1745713
176228	Porphyromonadaceae sp. HGM-1283	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Homeothermaceae;g__CAG-873	1	0	171551
181780	Helicobacter fennelliae	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B fennelliae	2	1	215
