iggdb_species_id	iggdb_species_name	taxonomy	gut_mags	ref_genomes	ncbi_id
186513	Thalassobacillus sp. TM-1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Halobacillaceae;g__Thalassobacillus;s__	0	1	1462525
171713	Gabonia massiliensis	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Coprobacteraceae;g__Coprobacter;s__Coprobacter secundus	1	3	1686296
181339	Lachnospiraceae sp. HGM-1027	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1	0	186803
178222	Bacteroidetes sp. HGM-1355	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	1	0	976
170685	Acinetobacter junii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter junii	1	31	40215
155691	Victivallis vadensis	d__Bacteria;p__Verrucomicrobia;c__Lentisphaeria;o__UBA1784	1	2	172901
160258	Parabacteroides johnsonii	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides johnsonii	9	4	387661
179508	Fusobacterium sp. HGM-977	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B	1	0	848
186157	Rikenellaceae sp. HGM-1205	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	1	0	171550
181862	Bacillus sp. LF1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_A;g__Bacillus_W;s__	0	1	1499688
155453	Faecalibacterium sp. HGM-721	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium	2	0	216851
170666	Firmicutes sp. HGM-436	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-460	6	0	1239
175984	Nissabacter archeti	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Nissabacter;s__Nissabacter archeti	1	1	1917880
181140	Dialister pneumosintes	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister_A;s__Dialister_A pneumosintes	0	2	39950
185163	Ruminococcus sp. HGM-1180	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B	1	0	1263
169899	Staphylococcus epidermidis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	93	482	1282
184666	Klebsiella sp.	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A oxytoca_A	11	61	571
183070	Bacteroides sp. HGM-1078	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A	1	0	816
163511	Phoenicibacter massiliensis	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae	1	1	1944646
170777	Lactobacillus salivarius	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_B;s__Lactobacillus_B salivarius	6	81	1624
176007	Clostridiales sp. HGM-1274	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1206;s__	1	0	186802
170082	Bacteroides sp.	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A;s__	8	1	816
157659	Alistipes obesi	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes obesi	38	1	1118061
160104	Sutterella sp. HGM-729	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Sutterella	2	0	40544
180937	Pseudomonas massiliensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__	0	1	522492
183433	Anaerococcus rubeinfantis	d__Bacteria;p__Firmicutes;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Anaerococcus;s__Anaerococcus rubiinfantis	0	1	1720199
184657	Helicobacter macacae	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B macacae	0	1	398626
177324	Bacteroidales sp. HGM-1320	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__P3	1	0	171549
174720	Fusicatenibacter saccharivorans	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-37;s__	247	5	1150298
167172	Clostridium butyricum	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum	13	23	1492
170241	Plesiomonas shigelloides	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Plesiomonas;s__Plesiomonas shigelloides	0	5	703
168483	Roseburia intestinalis	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	108	5	166486
173270	Butyrivibrio crossotus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A crossotus	93	3	45851
152669	Firmicutes sp. HGM-610	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110	3	0	1239
180679	Mycoplasmatales sp. HGM-1014	d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Ureaplasmataceae	1	0	2085
178180	Clostridiales sp. HGM-1353	d__Bacteria;p__Firmicutes;c__Clostridia	1	0	186802
175811	Planococcus massiliensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planomicrobium;s__Planomicrobium massiliensis	0	1	1499687
178020	Collinsella sp.	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	0	1	74426
175292	Bacillus anthracis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A sp3	0	441	1392
185933	Acetobacteraceae sp. HGM-1200	d__Bacteria;p__Firmicutes;c__Clostridia;o__4C28d-15;f__CAG-727	1	0	433
168311	Dorea longicatena	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea longicatena	20	6	88431
168683	Clostridium sp. HGM-759	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	2	0	1485
167585	Eubacteriaceae sp. HGM-549	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-303	4	0	186806
153381	Intestinibacter sp. HGM-714	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter	2	0	1505657
175305	Enterococcus faecium	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B	17	1004	1352
186069	Actinomyces polynesiensis	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces_B;s__Actinomyces_B polynesiensis	0	1	1325934
176512	Acetobacteraceae sp. HGM-1293	d__Bacteria;p__Firmicutes;c__Clostridia;o__4C28d-15;f__CAG-727;g__UBA10281	1	0	433
174280	Prevotella sp. HGM-644	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	3	0	838
183982	Eubacterium sp. HGM-1119	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira	1	0	1730
183525	Clostridium sp. HGM-1099	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1	0	1485
169535	Prevotella sp. HGM-763	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Homeothermaceae;g__CAG-279	2	0	838
169541	Klebsiella oxytoca	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A oxytoca	34	64	571
159466	Citrobacter braakii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter braakii	2	23	57706
169674	Catabacteriaceae sp. HGM-83	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__CAG-138	70	0	424536
172820	Clostridium tetani	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_G;s__Clostridium_G tetani	0	15	1513
182808	Alistipes sp. HGM-603	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	3	0	239759
174630	Eubacterium sp. HGM-276	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira	13	0	1730
187567	Lachnospiraceae sp. HGM-1246	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia	1	0	186803
163922	Eubacterium callanderi	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium	2	4	53442
163797	Clostridiales sp. HGM-428	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103	6	0	186802
167357	Massiliomicrobiota sp.	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae	3	4	1924110
174161	Catenibacterium sp.	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium	71	1	135858
175520	Haemophilus sp.	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D	8	3	729
176549	Acetobacteraceae sp. HGM-799	d__Bacteria;p__Firmicutes;c__Clostridia;o__4C28d-15;f__CAG-727	2	0	433
170323	Blautia obeum	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	4	5	40520
156976	Clostridiales sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes	1	2	186802
177924	Dakarella sp. HGM-214	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Sutterella	19	0	1987748
183606	Dorea sp. D27	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__	0	1	658665
181005	Eubacterium sp. HGM-1021	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-156;s__	1	0	1730
172989	Roseburia inulinivorans	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia inulinivorans	121	5	360807
178737	Robinsoniella sp. HGM-1368	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Robinsoniella	1	0	588605
173742	Paraclostridium bifermentans	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Paraclostridium;s__Paraclostridium bifermentans	0	7	1490
174173	Clostridium paraputrificum	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum	18	7	29363
175392	Bacillus wiedmannii	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A cereus_Y	0	191	1890302
187831	Clostridium sp. HGM-1252	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__Neglecta	1	0	1485
170263	Megasphaera sp.	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera sp2	94	2	906
175461	Haemophilus parainfluenzae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae	4	13	729
184987	Collinsella sp. HGM-1171	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	1	0	102106
169025	Roseburia hominis	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis	46	1	301301
176977	Clostridium sp. CAG:590	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-590;s__	0	1	1262825
171072	bacterium MS4	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__MS4;s__MS4 sp1	0	3	1120746
177177	Cellulomonas timonensis	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Cellulomonas;s__	0	1	1689271
174241	Prevotella sp. HGM-501	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	5	0	838
175860	Lachnoclostridium sp. HGM-1268	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B	1	0	1506553
172056	Collinsella massiliensis	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Enorma;s__Enorma sp1	0	3	1232426
170331	Bacteroidales sp. HGM-766	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae	2	0	171549
171959	Oribacterium sp. HGM-303	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium	11	0	265975
173134	Faecalibacterium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__CAG-74;g__UBA11524;s__UBA11524 sp1	252	2	216851
161422	Catabacteriaceae sp. HGM-734	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__CAG-74	2	0	424536
152260	Clostridium citroniae	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__Clostridium_M citroniae	1	6	358743
184927	Clostridium sp. HGM-1169	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	1	0	1485
183475	Halorubrum lipolyticum	d__Archaea;p__Halobacteraeota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum lipolyticum	0	1	368624
172793	Prevotella sp.	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	44	1	838
174371	Firmicutes sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-145;s__	5	1	1239
187150	Collinsella sp. HGM-1230	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	1	0	102106
171579	Faecalibacterium prausnitzii	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_B	205	1	853
182503	Campylobacteraceae sp. HGM-1064	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter	1	0	72294
184620	Bacillales sp. HGM-1155	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826	1	0	1385
172244	Cutibacterium acnes	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	0	162	1747
186140	Massilibacillus sp. HGM-1204	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Marseille-P2411	1	0	1973275
169349	Clostridium jeddahense	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__Clostridium_E;s__Clostridium_E sp1	0	2	1414721
160296	Clostridiaceae sp. HGM-358	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-448	8	0	31979
181292	Aeromonas sp.	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas veronii_A	0	1	654
173932	Eubacterium hallii	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_E;s__Eubacterium_E hallii	48	8	39488
175475	Collinsella sp. HGM-340	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	9	0	102106
175341	Vibrio cholerae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio cholerae	0	853	666
180788	Catenibacterium sp. HGM-1017	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium	1	0	135858
168327	Megasphaera sp. HGM-301	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__DIF-B143	11	0	906
171096	Flavobacterium lindanitolerans	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	1	4	428988
169581	Solobacterium moorei	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium;s__Solobacterium moorei	0	2	102148
175124	Phascolarctobacterium sp.	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium	9	1	626940
172432	Prevotella sp. HGM-774	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	2	0	838
153072	Selenomonas sp. HGM-130	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_A	39	0	970
154332	Bacteroides sp. HGM-533	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae	4	0	816
155957	Providencia alcalifaciens	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Providencia;s__Providencia alcalifaciens	0	8	126385
184026	Lagierella massiliensis	d__Bacteria;p__Firmicutes;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Lagierella;s__Lagierella massiliensis	0	1	1689303
170008	Roseburia sp. HGM-392	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	7	0	841
173467	Aeromonas sp.	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas dhakensis	0	25	644
172252	Firmicutes sp. HGM-497	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp3	5	0	1239
159945	Eggerthella sp. HGM-728	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427	2	0	84111
187993	Clostridium tertium	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	2	3	1559
181741	Bacillales sp. HGM-811	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288	2	0	1385
172595	Eubacterium siraeum	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	176	12	39492
175437	Collinsella sp. HGM-503	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	5	0	102106
184360	Collinsella sp. HGM-1139	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	1	0	102106
172542	Clostridium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-510;s__CAG-510 sp1	20	1	1485
176729	Flaviflexus massiliensis	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Flaviflexus;s__	0	1	1522309
163529	Rikenellaceae sp. HGM-740	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	2	0	171550
165601	Coprococcus sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__	25	1	33042
179579	Clostridium nigeriense	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	0	1	1805470
175862	Oribacterium sp. HGM-1269	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium	1	0	265975
169150	Lachnospiraceae sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791	2	2	186803
171730	Prevotella sp.	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	3	1	838
155060	Dialister sp.	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__	20	1	39948
159362	Clostridium sp.	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Eubacterium_D;s__Eubacterium_D sp1	5	4	59620
174542	Prevotella melaninogenica	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella melaninogenica	1	4	28132
158702	Firmicutes sp. HGM-725	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822	2	0	1239
176302	Ruminococcaceae sp. HGM-1287	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089	1	0	541000
173548	Bifidobacterium sp.	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium	2	2	1678
174397	Hafnia paralvei	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Hafnia;s__Hafnia paralvei	0	12	546367
156910	Firmicutes sp. HGM-615	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83	3	0	1239
175474	Collinsella sp. HGM-792	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	2	0	102106
179740	Enterococcus massiliensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_C;s__Enterococcus_C massiliensis	0	1	1640685
186306	Xanthomonas massiliensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__SN8;s__	0	1	1720302
174332	Coprococcus eutactus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A	178	5	33043
176361	Victivallaceae sp. HGM-1289	d__Bacteria;p__Verrucomicrobia;c__Lentisphaeria;o__UBA1784	1	0	255528
184616	Faecalibacterium sp. HGM-1154	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium	1	0	216851
178686	Campylobacterales sp. HGM-1366	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae	1	0	213849
170338	Fibrobacter intestinalis	d__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__UBA4373;s__	1	6	28122
174275	Lactobacillus agilis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_B;s__Lactobacillus_B agilis	1	17	1601
185611	Paenisporosarcina sp. HGH0030	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__	0	1	1078085
187180	Collinsella sp. HGM-1232	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	1	0	102106
169988	Hungatella hathewayi	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__Hungatella hathewayi_A	12	6	154046
153140	Flavobacteriales sp. HGM-713	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales	2	0	200644
164902	Lactobacillus amylolyticus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus amylolyticus	0	5	83683
182523	Firmicutes sp. CAG:646	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__	0	1	1262995
158335	Atopobium sp. HGM-357	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__UBA1382	8	0	1380
176036	Collinsella sp. HGM-796	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens	2	0	102106
165437	Faecalibacterium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	14	2	853
185139	Veillonella sp. HGM-1178	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella	1	0	29465
178125	Collinsella sp. HGM-1350	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	1	0	102106
